segment_id	content_pack_id	resource_id	source_path	source_key	source_order	scene_id	route_id	story_state_id	speaker_id	text_type	source_text	target_text	protected_tokens	context_before	context_after	developer_comment	char_limit	byte_limit	line_limit	batch_id	status	source_hash	target_revision	decision_ids	uncertainty_ids	notes
SEG-BASE-CEB8E661C52E6F16B598	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/05-D2-29/confirm/1	3	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		『05-D2-29』를 다시 한 번 잘 읽어 보세요.	[{"raw":"05-D2-29","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	8b0cc6f7824bdcd22822b8560588d070a4e53a9d5cd05a5f51f62acff4697c31	1			
SEG-BASE-D075FDF7319EA8E18400	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/05-D2-29/confirm/3	4	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		정답 ── 사인 『참살』 ／ 흉기 『나타』 ／ 가해자 『기류 렌』.	[]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	810442cea4a5dfce1a2fa7c6ac4bfabec0a820f5c805a63c0c9a343176976a17	1			
SEG-BASE-1BFB2E70F389AE20754C	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/06-D2-11/restore/1	5	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		『00-ORDER』를 다시 한 번 잘 읽어 보세요.	[{"raw":"00-ORDER","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	aa2cbab68c8b7a516b73bba8eaeb3ae4c5ad7ca49d37d64218ad6798d5535eb2	1			
SEG-BASE-63703B398EDAC1B3F19B	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/06-D2-11/restore/3	6	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		다음에 복원할 기록은 『06-D2-11』입니다.	[{"raw":"06-D2-11","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	ab9c9ecca215216feeef412092ccbe8f288b0b4f2e7a4f5f16851614b09d608f	1			
SEG-BASE-DC048E03A896F1FC649C	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/06-D2-11/confirm/1	7	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		『06-D2-11』를 다시 한 번 잘 읽어 보세요.	[{"raw":"06-D2-11","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	85ddce86cf21cfdb6e77c4014fd55cb183826cd4722664708f5ab7f7faffc16e	1			
SEG-BASE-DCBA25FAB1B7D6DAB31F	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/06-D2-11/confirm/2	8	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		흉기는 『너클』입니다. 이 흉기가 누구에게 지급됐는지 명단과 대조해 보면 가해자를 좁힐 수 있어요.	[]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	fb10d5f90d2d96b7672b8421a9edc12604dcc6938c09a0eb28e0579cb16203e2	1			
SEG-BASE-93F85E7C887B3FA89B4C	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/06-D2-11/confirm/3	9	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		정답 ── 사인 『구타로 인한 사망』 ／ 흉기 『너클』 ／ 가해자 『가노 렌지』.	[]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	373fe289785accc9f088994dac2e8c2e929913556b19e14484b4671b68783aeb	1			
SEG-BASE-B0E2499E47CD86631179	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/07-D1-24/restore/1	10	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		『00-ORDER』를 다시 한 번 잘 읽어 보세요.	[{"raw":"00-ORDER","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	aa2cbab68c8b7a516b73bba8eaeb3ae4c5ad7ca49d37d64218ad6798d5535eb2	1			
SEG-BASE-F41611C3B0A244409222	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/07-D1-24/restore/3	11	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		다음에 복원할 기록은 『07-D1-24』입니다.	[{"raw":"07-D1-24","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	9b3f5be892a08609c4591c79a8be84673f3da911b8e828bb76633ec4df61e462	1			
SEG-BASE-3D2E1D743B8300CB5222	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/07-D1-24/confirm/1	12	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		『07-D1-24』를 다시 한 번 잘 읽어 보세요.	[{"raw":"07-D1-24","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	23efb1509d0d4835a601cb85b8e88149c84e4b44c7b43c3fd626b5baee5f7794	1			
SEG-BASE-56DBBFC091B02C712AB5	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/07-D1-24/confirm/2	13	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		흉기는 『나타』입니다. 시간 순서대로 나타가 누구 손에 넘어갔는지 생각해 보세요.	[]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	08a50899c61c5a705649e61f7f67b363bcdaeb19b2cb791adacdd9ba4bfbdaae	1			
SEG-BASE-693876A006F73FB1AD4E	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/07-D1-24/confirm/3	14	SCENE-RECORD-INITIAL	ROUTE-COMMON	STATE-RESTORE-INITIAL		tutorial		정답 ── 사인 『참살』 ／ 흉기 『나타』 ／ 가해자 『가노 렌지』.	[]							BATCH-PILOT-NARRATIVE	RUNTIME_VALIDATED	fb6b5ae7a1abf4cc03c945bf9884911306b71dc28f0fd257d80f6b5c5521a73f	1			
SEG-BASE-AD343D0C6DCE9BC573A4	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/09-B2-07/restore/1	15	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		수신한 MSG01을 다시 읽어 보세요. 다음에 복원할 기록명의 단서가 적혀 있습니다.	[]							BATCH-PROD-STORY-A1	INTEGRATED	1532835798e1a4d3f1d65495a8fdd42a9790aa2b89b6ee208237a663c0a22bdd	2			
SEG-BASE-853BF7194CE44E673842	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/09-B2-07/restore/2	16	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		기록명에 ??가 없는 것부터 복원해 보세요.	[]							BATCH-PROD-STORY-A1	INTEGRATED	8c3b973f2342cb3e1d6371a4200d7d0068dd0dcc62e21efa6ce263f0416e4e0e	2			
SEG-BASE-0988B225F3C34FC39884	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/09-B2-07/restore/3	17	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		다음에 복원할 기록은 『09-B2-07』입니다.	[{"raw":"09-B2-07","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	67c0a7c7cb6d188ef396e1cd5070e94e29357b689786179345a13d9c9904d40a	2			
SEG-BASE-5592C2EA81B048AF389E	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/09-B2-07/confirm/1	18	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『09-B2-07』과 『29-B3-18』을 잘 읽어 보세요.	[{"raw":"09-B2-07","class":"record_key","movable":false,"order_sensitive":true},{"raw":"29-B3-18","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	76cacfe738a2b52f622fc3742f91d5f362225ddfe5efe5bfcb81a0e75d09daf5	2			
SEG-BASE-87F740B21B6AF18FE280	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/09-B2-07/confirm/2	19	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		동굴 깊은 곳에는 누가 있었을까요?	[]							BATCH-PROD-STORY-A1	INTEGRATED	9ac611539d4c2dd666fd4e4d50d57d0c0e54a3ad6f4ce3d0c2a82bd8abc5bc17	2			
SEG-BASE-52C95B6D44E28191637D	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/09-B2-07/confirm/3	20	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		정답 ── 사인 『자상으로 인한 사망』 ／ 흉기 『아이스픽』 ／ 가해자 『시노즈카 다쿠야』.	[]							BATCH-PROD-STORY-A1	INTEGRATED	16a372341f5ccf9a427ef91ea48aa74a0a4d5e727933fafdcb943b028e228c27	2			
SEG-BASE-75B6D151076597497100	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/14-C3-30/restore/1	21	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		수신한 MSG01을 다시 읽어 보세요. 다음에 복원할 기록명의 단서가 적혀 있습니다.	[]							BATCH-PROD-STORY-A1	INTEGRATED	1532835798e1a4d3f1d65495a8fdd42a9790aa2b89b6ee208237a663c0a22bdd	2			
SEG-BASE-0F7CF9AE95C495D7F3E5	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/14-C3-30/restore/2	22	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		기록명에 ??가 없는 것부터 복원해 보세요.	[]							BATCH-PROD-STORY-A1	INTEGRATED	8c3b973f2342cb3e1d6371a4200d7d0068dd0dcc62e21efa6ce263f0416e4e0e	2			
SEG-BASE-B9D9111A335AB8191C1A	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/14-C3-30/restore/3	23	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		다음에 복원할 기록은 『14-C3-30』입니다.	[{"raw":"14-C3-30","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	db59d4765e997392f288f357ceb980ac56ada8356e12bc2ba234c7cf1e4b44a7	2			
SEG-BASE-020F58C6706595CEA973	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/14-C3-30/confirm/1	24	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『13-C3-34』를 다시 한 번 잘 읽어 보세요.	[{"raw":"13-C3-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	84a8a095c200302b2029bd4e336e3f677e288da97b1abbc461a65e7aee934696	2			
SEG-BASE-94FF0606EDB956F56DCE	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/14-C3-30/confirm/2	25	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		범인을 알게 된 뒤에는 지급된 흉기를 학생 명단에서 확인해 보세요.	[]							BATCH-PROD-STORY-A1	INTEGRATED	384840cb866f05b389b5ce1132969da95d58ce53a7f459d7c371f0e0075213c9	2			
SEG-BASE-22AA29475E01D25A3290	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/14-C3-30/confirm/3	26	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		정답 ── 사인 『사살』 ／ 흉기 『리볼버』 ／ 가해자 『구로사와 시오리』.	[]							BATCH-PROD-STORY-A1	INTEGRATED	a18f26b30851dac3ecfd1c5f55f98ba6db61f16f9a23fc6e8dbf9e007d48b579	2			
SEG-BASE-040EC7EDCDF4EE59FABC	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/restore/1	27	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『14-C3-30』과 MSG01을 다시 잘 읽어 보세요.	[{"raw":"14-C3-30","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	65953bc0517ea03898aacf2120606a02bdc98ef63d6529c8946842552da1a147	2			
SEG-BASE-68C149503B978C83D965	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/restore/2	28	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『13-??-34』의 ??에는 무엇이 들어갈까요?	[{"raw":"13-??-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	be38ce02ba0015881e2bc7f27d22c98f7783ab06ba926a72b6dab956638bde5d	2			
SEG-BASE-A30661F01FFAF0083A18	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/restore/3	29	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『13-??-34』의 34에 대해서 학생 명단에서 확인해 보세요.	[{"raw":"13-??-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	995b1efe095cdbf057db762f0f5d24976ea648d30e8ec54e506bc9ac9a8064f4	2			
SEG-BASE-7D34DDC097E86998503B	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/restore/4	30	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		지도를 열고 전파탑의 좌표를 확인해 보세요.	[]							BATCH-PROD-STORY-A1	INTEGRATED	ca65dbdb26decfc84e059a0fdefd8736365aee13a3eb8d1f237b866df3eb761f	2			
SEG-BASE-5B0A68F32AF726CE80A7	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/restore/5	31	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		다음에 복원할 기록은 『13-C3-34』입니다.	[{"raw":"13-C3-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	1af5f065eb762867e6835e0f9dfbee2ae1687de51ef614ad41c86210d0a8412c	2			
SEG-BASE-8A3ED1C976AB22122431	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/confirm/1	32	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『13-C3-34』를 다시 한 번 잘 읽어 보세요.	[{"raw":"13-C3-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	84a8a095c200302b2029bd4e336e3f677e288da97b1abbc461a65e7aee934696	2			
SEG-BASE-57360FD95B3FAC446DE1	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/confirm/2	33	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		지급된 흉기를 학생 명단에서 확인해 보세요.	[]							BATCH-PROD-STORY-A1	INTEGRATED	d81c7dbc8acec3191829124526e277efc60fae42421931017f7f4b2ba77b74be	2			
SEG-BASE-863C4177C978A21D1FF6	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/13-C3-34/confirm/3	34	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		정답 ── 사인 『사살』 ／ 흉기 『리볼버』 ／ 가해자 『구로사와 시오리』.	[]							BATCH-PROD-STORY-A1	INTEGRATED	a18f26b30851dac3ecfd1c5f55f98ba6db61f16f9a23fc6e8dbf9e007d48b579	2			
SEG-BASE-234F2680FD38F1BDA94A	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/restore/1	35	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『13-C3-34』와 『09-B2-07』을 다시 잘 읽어 보세요.	[{"raw":"13-C3-34","class":"record_key","movable":false,"order_sensitive":true},{"raw":"09-B2-07","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	0956dc9ad83f5cbc219f531cff0fee03b45a180f3b8a2e5f822c06052bab7034	2			
SEG-BASE-8164E60CD8D152264513	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/restore/2	36	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『00-ANNOUNCE』를 다시 한 번 잘 읽어 보세요.	[{"raw":"00-ANNOUNCE","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	8061dcf32ee218b85a2b7fb83586bc333e3fa15dbfce67238396fd222cbbc2ba	2			
SEG-BASE-33CB4F3402BD138C4A65	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/restore/3	37	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		단서 기록에는 인물 『스다 노조미』와 장소 『교회』가 나옵니다.	[]							BATCH-PROD-STORY-A1	INTEGRATED	d72670a5ec15b7a7c82bddc5a80ff49267082cc2647065e6ba628d4d6336d5bb	2			
SEG-BASE-0118BBBDB2887D243E0C	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/restore/4	38	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		마키노는 몇 번째 사망자일까요? 오쿠보는요? 정시 방송에서 나온 사망자 수는 몇 명일까요?	[]							BATCH-PROD-STORY-A1	INTEGRATED	9655eeea1c1637dab7c6e14616b653185446fe10121a8e403dbd360a61f48416	2			
SEG-BASE-6753650A26540E2A5F78	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/restore/5	39	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		기록명 형식은 파악했나요? 지도, 학생 명단, 기록명 오른쪽 위의 사망 시각을 확인해 보세요.	[]							BATCH-PROD-STORY-A1	INTEGRATED	82c08df9560cc3a74653958e6fc42ca464e23db65a00f138809f3dea47e6a324	2			
SEG-BASE-7FA63DF447E917B0347F	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/restore/6	40	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		마키노(출석번호 34)는 13번째 사망자였습니다. 사망 기록명은 『13-C3-34』입니다. 전파탑의 좌표는 C3입니다. 그럼 스다는 몇 번째로 어디에서 죽었을까요?	[{"raw":"13-C3-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	785c1d28ad36aa1bd419aa5242e121188a3af646a529ce964fc9049f1e54d83d	2			
SEG-BASE-676F7DE300483F20D959	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/restore/7	41	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		다음에 복원할 기록은 『10-D4-20』입니다.	[{"raw":"10-D4-20","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	29fae0017d7e6927563dea2b6b543e5092c148a19ae8823c94c8117e86519b4d	2			
SEG-BASE-8890B05DA762F23BB5C5	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/confirm/1	42	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『10-D4-20』을 다시 한 번 잘 읽어 보세요.	[{"raw":"10-D4-20","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	981bca0c54855bf85669953c55acdbd9805e0344e50eba22bb7ebb36759652eb	2			
SEG-BASE-E2A71A8B9A20B9947924	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/confirm/2	43	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		독살당했습니다. 범인은 누구일까요?	[]							BATCH-PROD-STORY-A1	INTEGRATED	7fd7f43d57de7feccbea6d52882a0042f93fba4d53081c4eb4278d6c95dc6870	2			
SEG-BASE-1A1107DF11347C131F63	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/10-D4-20/confirm/3	44	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		정답 ── 사인 『중독사』 ／ 흉기 『독약』 ／ 가해자 『미야케 하루카』.	[]							BATCH-PROD-STORY-A1	INTEGRATED	f4fa9d624d55a6d80e4c581798e7ae76af44d2f9de765994abe85aa0c0967b18	2			
SEG-BASE-08E61FBB889DD3AE1805	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/restore/1	45	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『10-D4-20』과 『13-C3-34』를 다시 잘 읽어 보세요.	[{"raw":"10-D4-20","class":"record_key","movable":false,"order_sensitive":true},{"raw":"13-C3-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	28cdcfd160dc4abf05bd0f66aba6faf3c6373b4599de549b08ee8f9302c19121	2			
SEG-BASE-3D89358092EEAAF9F57F	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/restore/2	46	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『00-ANNOUNCE』를 다시 한 번 잘 읽어 보세요.	[{"raw":"00-ANNOUNCE","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	8061dcf32ee218b85a2b7fb83586bc333e3fa15dbfce67238396fd222cbbc2ba	2			
SEG-BASE-BFAC1DE5F055910CC5B0	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/restore/3	47	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		정시 방송에서는 사망 순서대로 이름을 읽어 줍니다.	[]							BATCH-PROD-STORY-A1	INTEGRATED	1dcddaa3938056e45aebe59918c437956fe2f4b67d640d5a3ff590424bad060c	2			
SEG-BASE-E88EA6197FE4FE238C32	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/restore/4	48	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		다음에 복원할 기록은 『11-D4-16』입니다.	[{"raw":"11-D4-16","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	0715e4ab0db421314b8efcbddfde822638eba39acfa6bd3f0c79ddbf6ec63a0d	2			
SEG-BASE-13F23F9D9A08464432A3	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/confirm/1	49	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『11-D4-16』과 『12-D4-31』을 다시 한 번 잘 읽어 보세요.	[{"raw":"11-D4-16","class":"record_key","movable":false,"order_sensitive":true},{"raw":"12-D4-31","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A1	INTEGRATED	920a793de174d3353b1cf26bff675a1c7530272b79d93cb3aad91899b67b5e96	2			
SEG-BASE-A8481AED5BD62DB2C9CB	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/confirm/2	50	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		범인은 본문에서 알 수 있습니다. 흉기는 그 자리에서 도망친 사람의 지급품입니다.	[]							BATCH-PROD-STORY-A1	INTEGRATED	d385fbf6f94f7eed6e41be488301411fb77d0fa4977ff524a0c23937a7250ddc	2			
SEG-BASE-F00BD26B55D2EB3E9029	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/confirm/3	51	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		명단과 대조해 지급품을 확인해 보세요.	[]							BATCH-PROD-STORY-A1	INTEGRATED	0d84184840cfaeea311a64bc2bd60d6eab965ea61f75b23acc2cf8f0df81da72	2			
SEG-BASE-F2EFD95C189EE29D4F42	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/11-D4-16/confirm/4	52	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		정답 ── 사인 『자상으로 인한 사망』 ／ 흉기 『페이퍼 나이프』 ／ 가해자 『후쿠시마 아야카』.	[]							BATCH-PROD-STORY-A1	INTEGRATED	984ccf7ba51f3f85d17fe32184834253c049b118e20708bf596b6e1854b70f62	2			
SEG-BASE-385C5AE60BB67098A8EC	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/12-D4-31/restore/1	53	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『10-D4-20』과 『13-C3-34』를 다시 잘 읽어 보세요.	[{"raw":"10-D4-20","class":"record_key","movable":false,"order_sensitive":true},{"raw":"13-C3-34","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A2	INTEGRATED	28cdcfd160dc4abf05bd0f66aba6faf3c6373b4599de549b08ee8f9302c19121	1			
SEG-BASE-2F8B5F6C19306A25367F	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/12-D4-31/restore/2	54	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『00-ANNOUNCE』를 다시 한 번 잘 읽어 보세요.	[{"raw":"00-ANNOUNCE","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A2	INTEGRATED	8061dcf32ee218b85a2b7fb83586bc333e3fa15dbfce67238396fd222cbbc2ba	1			
SEG-BASE-8CB870EE4F6348C62705	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/12-D4-31/restore/3	55	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		정시 방송에서는 사망 순서대로 이름을 읽어 줍니다.	[]							BATCH-PROD-STORY-A2	INTEGRATED	1dcddaa3938056e45aebe59918c437956fe2f4b67d640d5a3ff590424bad060c	1			
SEG-BASE-E99EA8FD5C8C8FE66FD4	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/12-D4-31/restore/4	56	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		다음에 복원할 기록은 『12-D4-31』입니다.	[{"raw":"12-D4-31","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A2	INTEGRATED	7dbbf00fc8a81f2c5ffac5995a65ca440a5743728599ea78d69fa17fc7d33089	1			
SEG-BASE-93F938BD3916664DF4B7	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/12-D4-31/confirm/1	57	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		『12-D4-31』을 다시 한 번 잘 읽어 보세요.	[{"raw":"12-D4-31","class":"record_key","movable":false,"order_sensitive":true}]							BATCH-PROD-STORY-A2	INTEGRATED	74ba0dc358fee0cea5de5aa84daf39c0a43e8b98b74076cd2b71bac613047d60	1			
SEG-BASE-DFE40F7917FAB397E018	BASE	RES-42D08B5B9BF398C1	data/hint_overrides.gd	table/12-D4-31/confirm/2	58	SCENE-RECORD-A	ROUTE-COMMON	STATE-RESTORE-A		tutorial		교회에 있던 다른 한 사람은 누구일까요?	[]							BATCH-PROD-STORY-A2	INTEGRATED	906533839f68dcfcbdb0f9b6ecbcd880c8060fc2062783a59037314113941331	1			
